2024-02-16 16:06:44,833 [INFO] The choosen switches number is 4 and the network link capacity is 10 Mbps
2024-02-16 16:06:44,833 [INFO] LinkCap in Bytes: 1250000B
2024-02-16 16:06:44,833 [DEBUG] PPS: 312.500000
2024-02-16 16:06:44,833 [INFO] Creating links..
2024-02-16 16:06:44,833 [INFO] ..links creation done!Links created are:
2024-02-16 16:06:44,833 [INFO] 1: {'endpoints': ['switch1', 'switch2'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,833 [INFO] 2: {'endpoints': ['switch1', 'switch3'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,848 [INFO] 3: {'endpoints': ['switch1', 'switch4'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,848 [INFO] 4: {'endpoints': ['switch2', 'switch3'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,848 [INFO] 5: {'endpoints': ['switch2', 'switch4'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,851 [INFO] 6: {'endpoints': ['switch3', 'switch4'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,851 [INFO] Creating packets.yaml file structure..
2024-02-16 16:06:44,852 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 0, trafficPerc: 0
2024-02-16 16:06:44,868 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 2, trafficPerc: 10
2024-02-16 16:06:44,869 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 2, trafficPerc: 10
2024-02-16 16:06:44,870 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 2, trafficPerc: 0
2024-02-16 16:06:44,870 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 2, trafficPerc: 10
2024-02-16 16:06:44,871 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 2, trafficPerc: 30
2024-02-16 16:06:44,873 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 3, trafficPerc: 20
2024-02-16 16:06:44,874 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 3, trafficPerc: 20
2024-02-16 16:06:44,874 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 3, trafficPerc: 0
2024-02-16 16:06:44,875 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 3, trafficPerc: 0
2024-02-16 16:06:44,876 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 3, trafficPerc: 0
2024-02-16 16:06:44,877 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 3, trafficPerc: 40
2024-02-16 16:06:44,879 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 4, trafficPerc: 10
2024-02-16 16:06:44,880 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 4, trafficPerc: 10
2024-02-16 16:06:44,881 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 4, trafficPerc: 0
2024-02-16 16:06:44,882 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 4, trafficPerc: 10
2024-02-16 16:06:44,882 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 4, trafficPerc: 10
2024-02-16 16:06:44,883 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 4, trafficPerc: 30
2024-02-16 16:06:44,885 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 5, trafficPerc: 20
2024-02-16 16:06:44,886 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 5, trafficPerc: 20
2024-02-16 16:06:44,887 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 5, trafficPerc: 10
2024-02-16 16:06:44,888 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 5, trafficPerc: 0
2024-02-16 16:06:44,888 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 5, trafficPerc: 0
2024-02-16 16:06:44,889 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 5, trafficPerc: 20
2024-02-16 16:06:44,890 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 6, trafficPerc: 30
2024-02-16 16:06:44,891 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 6, trafficPerc: 30
2024-02-16 16:06:44,892 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 6, trafficPerc: 0
2024-02-16 16:06:44,893 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 6, trafficPerc: 0
2024-02-16 16:06:44,893 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 6, trafficPerc: 0
2024-02-16 16:06:44,895 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 6, trafficPerc: 30
2024-02-16 16:06:44,897 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 7, trafficPerc: 20
2024-02-16 16:06:44,898 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 7, trafficPerc: 20
2024-02-16 16:06:44,899 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 7, trafficPerc: 10
2024-02-16 16:06:44,900 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 7, trafficPerc: 0
2024-02-16 16:06:44,900 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 7, trafficPerc: 10
2024-02-16 16:06:44,904 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 7, trafficPerc: 40
2024-02-16 16:06:44,908 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 8, trafficPerc: 10
2024-02-16 16:06:44,911 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 8, trafficPerc: 10
2024-02-16 16:06:44,911 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 8, trafficPerc: 0
2024-02-16 16:06:44,911 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 8, trafficPerc: 0
2024-02-16 16:06:44,911 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 8, trafficPerc: 20
2024-02-16 16:06:44,911 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 8, trafficPerc: 30
2024-02-16 16:06:44,920 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 9, trafficPerc: 20
2024-02-16 16:06:44,922 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 9, trafficPerc: 0
2024-02-16 16:06:44,923 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 9, trafficPerc: 10
2024-02-16 16:06:44,924 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 9, trafficPerc: 0
2024-02-16 16:06:44,925 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 9, trafficPerc: 30
2024-02-16 16:06:44,925 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 9, trafficPerc: 40
2024-02-16 16:06:44,928 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 10, trafficPerc: 10
2024-02-16 16:06:44,929 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 10, trafficPerc: 0
2024-02-16 16:06:44,929 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 10, trafficPerc: 20
2024-02-16 16:06:44,930 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 10, trafficPerc: 0
2024-02-16 16:06:44,931 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 10, trafficPerc: 20
2024-02-16 16:06:44,932 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 10, trafficPerc: 30
2024-02-16 16:06:44,934 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 11, trafficPerc: 20
2024-02-16 16:06:44,938 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 11, trafficPerc: 0
2024-02-16 16:06:44,940 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 11, trafficPerc: 10
2024-02-16 16:06:44,942 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 11, trafficPerc: 0
2024-02-16 16:06:44,943 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 11, trafficPerc: 10
2024-02-16 16:06:44,944 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 11, trafficPerc: 20
2024-02-16 16:06:44,948 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 12, trafficPerc: 10
2024-02-16 16:06:44,950 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 12, trafficPerc: 0
2024-02-16 16:06:44,950 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 12, trafficPerc: 0
2024-02-16 16:06:44,951 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 12, trafficPerc: 10
2024-02-16 16:06:44,952 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 12, trafficPerc: 0
2024-02-16 16:06:44,953 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 12, trafficPerc: 30
2024-02-16 16:06:44,955 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 13, trafficPerc: 20
2024-02-16 16:06:44,956 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 13, trafficPerc: 0
2024-02-16 16:06:44,957 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 13, trafficPerc: 0
2024-02-16 16:06:44,957 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 13, trafficPerc: 0
2024-02-16 16:06:44,958 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 13, trafficPerc: 10
2024-02-16 16:06:44,958 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 13, trafficPerc: 20
2024-02-16 16:06:44,960 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 14, trafficPerc: 10
2024-02-16 16:06:44,961 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 14, trafficPerc: 0
2024-02-16 16:06:44,962 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 14, trafficPerc: 10
2024-02-16 16:06:44,963 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 14, trafficPerc: 10
2024-02-16 16:06:44,964 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 14, trafficPerc: 20
2024-02-16 16:06:44,964 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 14, trafficPerc: 30
2024-02-16 16:06:44,967 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 15, trafficPerc: 20
2024-02-16 16:06:44,976 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 15, trafficPerc: 0
2024-02-16 16:06:44,978 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 15, trafficPerc: 0
2024-02-16 16:06:44,978 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 15, trafficPerc: 0
2024-02-16 16:06:44,978 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 15, trafficPerc: 10
2024-02-16 16:06:44,978 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 15, trafficPerc: 40
2024-02-16 16:06:44,978 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 16, trafficPerc: 30
2024-02-16 16:06:44,978 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 16, trafficPerc: 10
2024-02-16 16:06:44,978 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 16, trafficPerc: 0
2024-02-16 16:06:44,988 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 16, trafficPerc: 10
2024-02-16 16:06:44,989 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 16, trafficPerc: 20
2024-02-16 16:06:44,989 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 16, trafficPerc: 30
2024-02-16 16:06:44,992 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 17, trafficPerc: 20
2024-02-16 16:06:44,993 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 17, trafficPerc: 0
2024-02-16 16:06:44,994 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 17, trafficPerc: 0
2024-02-16 16:06:44,995 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 17, trafficPerc: 20
2024-02-16 16:06:44,995 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 17, trafficPerc: 30
2024-02-16 16:06:44,996 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 17, trafficPerc: 40
2024-02-16 16:06:44,999 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 18, trafficPerc: 30
2024-02-16 16:06:44,999 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 18, trafficPerc: 0
2024-02-16 16:06:45,000 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 18, trafficPerc: 0
2024-02-16 16:06:45,001 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 18, trafficPerc: 30
2024-02-16 16:06:45,002 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 18, trafficPerc: 20
2024-02-16 16:06:45,002 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 18, trafficPerc: 50
2024-02-16 16:06:45,005 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 19, trafficPerc: 40
2024-02-16 16:06:45,006 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 19, trafficPerc: 10
2024-02-16 16:06:45,007 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 19, trafficPerc: 10
2024-02-16 16:06:45,008 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 19, trafficPerc: 40
2024-02-16 16:06:45,008 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 19, trafficPerc: 30
2024-02-16 16:06:45,009 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 19, trafficPerc: 40
2024-02-16 16:06:45,013 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 20, trafficPerc: 30
2024-02-16 16:06:45,014 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 20, trafficPerc: 20
2024-02-16 16:06:45,015 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 20, trafficPerc: 0
2024-02-16 16:06:45,016 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 20, trafficPerc: 50
2024-02-16 16:06:45,016 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 20, trafficPerc: 20
2024-02-16 16:06:45,017 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 20, trafficPerc: 30
2024-02-16 16:06:45,020 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 21, trafficPerc: 20
2024-02-16 16:06:45,020 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 21, trafficPerc: 30
2024-02-16 16:06:45,021 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 21, trafficPerc: 0
2024-02-16 16:06:45,022 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 21, trafficPerc: 40
2024-02-16 16:06:45,023 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 21, trafficPerc: 10
2024-02-16 16:06:45,023 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 21, trafficPerc: 20
2024-02-16 16:06:45,026 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 22, trafficPerc: 10
2024-02-16 16:06:45,027 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 22, trafficPerc: 40
2024-02-16 16:06:45,028 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 22, trafficPerc: 10
2024-02-16 16:06:45,028 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 22, trafficPerc: 50
2024-02-16 16:06:45,029 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 22, trafficPerc: 20
2024-02-16 16:06:45,030 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 22, trafficPerc: 30
2024-02-16 16:06:45,033 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 23, trafficPerc: 20
2024-02-16 16:06:45,034 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 23, trafficPerc: 50
2024-02-16 16:06:45,035 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 23, trafficPerc: 0
2024-02-16 16:06:45,036 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 23, trafficPerc: 60
2024-02-16 16:06:45,036 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 23, trafficPerc: 10
2024-02-16 16:06:45,042 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 23, trafficPerc: 40
2024-02-16 16:06:45,048 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 24, trafficPerc: 30
2024-02-16 16:06:45,048 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 24, trafficPerc: 40
2024-02-16 16:06:45,048 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 24, trafficPerc: 0
2024-02-16 16:06:45,048 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 24, trafficPerc: 50
2024-02-16 16:06:45,048 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 24, trafficPerc: 20
2024-02-16 16:06:45,048 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 24, trafficPerc: 30
2024-02-16 16:06:45,060 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 25, trafficPerc: 20
2024-02-16 16:06:45,061 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 25, trafficPerc: 30
2024-02-16 16:06:45,062 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 25, trafficPerc: 10
2024-02-16 16:06:45,062 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 25, trafficPerc: 40
2024-02-16 16:06:45,063 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 25, trafficPerc: 10
2024-02-16 16:06:45,064 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 25, trafficPerc: 40
2024-02-16 16:06:45,066 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 26, trafficPerc: 10
2024-02-16 16:06:45,067 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 26, trafficPerc: 40
2024-02-16 16:06:45,068 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 26, trafficPerc: 20
2024-02-16 16:06:45,068 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 26, trafficPerc: 50
2024-02-16 16:06:45,069 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 26, trafficPerc: 20
2024-02-16 16:06:45,070 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 26, trafficPerc: 50
2024-02-16 16:06:45,074 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 27, trafficPerc: 0
2024-02-16 16:06:45,075 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 27, trafficPerc: 50
2024-02-16 16:06:45,075 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 27, trafficPerc: 30
2024-02-16 16:06:45,076 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 27, trafficPerc: 40
2024-02-16 16:06:45,077 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 27, trafficPerc: 30
2024-02-16 16:06:45,077 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 27, trafficPerc: 40
2024-02-16 16:06:45,081 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 28, trafficPerc: 0
2024-02-16 16:06:45,082 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 28, trafficPerc: 40
2024-02-16 16:06:45,083 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 28, trafficPerc: 40
2024-02-16 16:06:45,084 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 28, trafficPerc: 30
2024-02-16 16:06:45,084 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 28, trafficPerc: 20
2024-02-16 16:06:45,085 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 28, trafficPerc: 30
2024-02-16 16:06:45,088 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 29, trafficPerc: 10
2024-02-16 16:06:45,089 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 29, trafficPerc: 30
2024-02-16 16:06:45,090 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 29, trafficPerc: 50
2024-02-16 16:06:45,090 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 29, trafficPerc: 40
2024-02-16 16:06:45,091 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 29, trafficPerc: 10
2024-02-16 16:06:45,092 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 29, trafficPerc: 40
2024-02-16 16:06:45,095 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 30, trafficPerc: 20
2024-02-16 16:06:45,096 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 30, trafficPerc: 40
2024-02-16 16:06:45,097 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 30, trafficPerc: 40
2024-02-16 16:06:45,098 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 30, trafficPerc: 30
2024-02-16 16:06:45,099 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 30, trafficPerc: 0
2024-02-16 16:06:45,103 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 30, trafficPerc: 50
2024-02-16 16:06:45,111 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 31, trafficPerc: 30
2024-02-16 16:06:45,111 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 31, trafficPerc: 50
2024-02-16 16:06:45,111 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 31, trafficPerc: 30
2024-02-16 16:06:45,111 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 31, trafficPerc: 20
2024-02-16 16:06:45,111 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 31, trafficPerc: 0
2024-02-16 16:06:45,111 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 31, trafficPerc: 60
2024-02-16 16:06:45,121 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 32, trafficPerc: 40
2024-02-16 16:06:45,121 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 32, trafficPerc: 60
2024-02-16 16:06:45,122 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 32, trafficPerc: 40
2024-02-16 16:06:45,122 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 32, trafficPerc: 10
2024-02-16 16:06:45,123 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 32, trafficPerc: 0
2024-02-16 16:06:45,124 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 32, trafficPerc: 50
2024-02-16 16:06:45,127 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 33, trafficPerc: 30
2024-02-16 16:06:45,127 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 33, trafficPerc: 70
2024-02-16 16:06:45,128 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 33, trafficPerc: 50
2024-02-16 16:06:45,129 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 33, trafficPerc: 20
2024-02-16 16:06:45,130 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 33, trafficPerc: 0
2024-02-16 16:06:45,130 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 33, trafficPerc: 40
2024-02-16 16:06:45,135 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 34, trafficPerc: 40
2024-02-16 16:06:45,135 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 34, trafficPerc: 80
2024-02-16 16:06:45,136 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 34, trafficPerc: 60
2024-02-16 16:06:45,138 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 34, trafficPerc: 30
